Id,Date,Rating,Comment,Normalized_Comment,POS,Sentiment_TextBlob,Sentiment_TextBlob_Label,Sentiment_BERT,Sentiment_BERT_Label
28," February 3, 2023",4,This is an all around nice computer monitor with a great picture. I deducted one star for the kludgy wall wart power supply that required additional wiring because it took up too much real estate to plug into a power strip.,around nice computer monitor great picture deducted one star kludgy wall wart power supply required additional wiring took much real estate plug power strip,"[('around', 'IN'), ('nice', 'JJ'), ('computer', 'NN'), ('monitor', 'NN'), ('great', 'JJ'), ('picture', 'NN'), ('deducted', 'VBD'), ('one', 'CD'), ('star', 'NN'), ('kludgy', 'NN'), ('wall', 'NN'), ('wart', 'NN'), ('power', 'NN'), ('supply', 'NN'), ('required', 'VBN'), ('additional', 'JJ'), ('wiring', 'NN'), ('took', 'VBD'), ('much', 'JJ'), ('real', 'JJ'), ('estate', 'NN'), ('plug', 'NN'), ('power', 'NN'), ('strip', 'NN')]",4,positive,4,positive
29," March 3, 2023",5,good product speakers are nice too,good product speaker nice,"[('good', 'JJ'), ('product', 'NN'), ('speaker', 'NN'), ('nice', 'JJ')]",4,positive,5,positive
30," January 10, 2023",4,"Not much to say. If you are considering buying for more competitive gaming I wouldn't go with this. I did buy 3 for gaming but I didn't care enough to get a high-end 144hz gaming monitor. The reason I say ""didn't was because I did upgrade to a 144hz monitor. There is some pretty bad smearing which was why I wanted to upgrade. Overall, for gaming... not the best option but a good start. For everything else... it's fine, it's a monitor.",much say considering buying competitive gaming wouldnt go buy gaming didnt care enough get highend hz gaming monitor reason say didnt upgrade hz monitor pretty bad smearing wanted upgrade overall gaming best option good start everything else fine monitor,"[('much', 'JJ'), ('say', 'VBP'), ('considering', 'VBG'), ('buying', 'VBG'), ('competitive', 'JJ'), ('gaming', 'NN'), ('wouldnt', 'NN'), ('go', 'VBP'), ('buy', 'VB'), ('gaming', 'VBG'), ('didnt', 'JJ'), ('care', 'NN'), ('enough', 'JJ'), ('get', 'NN'), ('highend', 'VB'), ('hz', 'NN'), ('gaming', 'VBG'), ('monitor', 'NN'), ('reason', 'NN'), ('say', 'VBP'), ('didnt', 'NN'), ('upgrade', 'JJ'), ('hz', 'NN'), ('monitor', 'NN'), ('pretty', 'RB'), ('bad', 'JJ'), ('smearing', 'VBG'), ('wanted', 'VBD'), ('upgrade', 'JJ'), ('overall', 'JJ'), ('gaming', 'NN'), ('best', 'JJS'), ('option', 'NN'), ('good', 'JJ'), ('start', 'NN'), ('everything', 'NN'), ('else', 'RB'), ('fine', 'JJ'), ('monitor', 'NN')]",3,neutral,4,positive
31," January 2, 2023",4,I ordered this monitor to replace one that something had gotten on the acreen and I could no longer see what was on my screen.,ordered monitor replace one something gotten acreen could longer see screen,"[('ordered', 'VBN'), ('monitor', 'NN'), ('replace', 'VB'), ('one', 'CD'), ('something', 'NN'), ('gotten', 'NNS'), ('acreen', 'RP'), ('could', 'MD'), ('longer', 'VB'), ('see', 'VB'), ('screen', 'JJ')]",3,neutral,5,positive
32," January 2, 2023",3,"Lighting in my room dulls down the picture, but the screens look great. I've had these 2 monitors for close on a year now, wanted to wait to write my review to make sure they worked well. With these two monitors added to my setup, it's much easy to multitask and use two separate systems once. I use one for playing console games and the other for PC use like video editing.",lighting room dulls picture screen look great ive monitor close year wanted wait write review make sure worked well two monitor added setup much easy multitask use two separate system use one playing console game pc use like video editing,"[('lighting', 'VBG'), ('room', 'NN'), ('dulls', 'NNS'), ('picture', 'VBP'), ('screen', 'JJ'), ('look', 'NN'), ('great', 'JJ'), ('ive', 'JJ'), ('monitor', 'NN'), ('close', 'JJ'), ('year', 'NN'), ('wanted', 'VBD'), ('wait', 'NN'), ('write', 'JJ'), ('review', 'NN'), ('make', 'VBP'), ('sure', 'JJ'), ('worked', 'VBN'), ('well', 'RB'), ('two', 'CD'), ('monitor', 'NN'), ('added', 'VBD'), ('setup', 'RB'), ('much', 'JJ'), ('easy', 'JJ'), ('multitask', 'NN'), ('use', 'NN'), ('two', 'CD'), ('separate', 'JJ'), ('system', 'NN'), ('use', 'VBP'), ('one', 'CD'), ('playing', 'NN'), ('console', 'JJ'), ('game', 'NN'), ('pc', 'NN'), ('use', 'NN'), ('like', 'IN'), ('video', 'NN'), ('editing', 'VBG')]",4,positive,5,positive
33," February 23, 2023",5,"Great monitor, especially for the price.  Stand assembly is very easy.",great monitor especially price stand assembly easy,"[('great', 'JJ'), ('monitor', 'NN'), ('especially', 'RB'), ('price', 'NN'), ('stand', 'NN'), ('assembly', 'NN'), ('easy', 'JJ')]",4,positive,5,positive
34," February 14, 2023",4,The only problem I had with this product were the missing screws.,problem product missing screw,"[('problem', 'NN'), ('product', 'NN'), ('missing', 'VBG'), ('screw', 'NN')]",3,neutral,4,positive
35," January 29, 2023",4,"Needed a cheaper monitor so bought this. It is pretty flimsy and the colors are washed out. But come on, you get a 24” for $100. That ain’t a bad deal.",needed cheaper monitor bought pretty flimsy color washed come get aint bad deal,"[('needed', 'VBN'), ('cheaper', 'JJR'), ('monitor', 'NN'), ('bought', 'VBD'), ('pretty', 'RB'), ('flimsy', 'JJ'), ('color', 'NN'), ('washed', 'VBD'), ('come', 'JJ'), ('get', 'NN'), ('aint', 'NN'), ('bad', 'JJ'), ('deal', 'NN')]",3,neutral,2,negative
36," February 21, 2023",5,Use it as my second monitor and it works great.,use second monitor work great,"[('use', 'JJ'), ('second', 'JJ'), ('monitor', 'NN'), ('work', 'NN'), ('great', 'JJ')]",4,positive,5,positive
37," February 14, 2023",5,Supplement my Chromebook 15.5 screen with this nice monitor. Been using it non-stop with mount. Great + for older eyes.,supplement chromebook screen nice monitor using nonstop mount great older eye,"[('supplement', 'NN'), ('chromebook', 'NN'), ('screen', 'NN'), ('nice', 'JJ'), ('monitor', 'NN'), ('using', 'VBG'), ('nonstop', 'JJ'), ('mount', 'NN'), ('great', 'JJ'), ('older', 'JJR'), ('eye', 'NN')]",4,positive,5,positive
38," January 27, 2023",5,I have two of these monitors for my work-from-home set up since I work part-time from.  These are great monitors for general office wok and the price is excellent. I have two of side by side for six months and have not had any issues,two monitor workfromhome set since work parttime great monitor general office wok price excellent two side side six month issue,"[('two', 'CD'), ('monitor', 'NN'), ('workfromhome', 'NN'), ('set', 'VBN'), ('since', 'IN'), ('work', 'NN'), ('parttime', 'RB'), ('great', 'JJ'), ('monitor', 'NN'), ('general', 'JJ'), ('office', 'NN'), ('wok', 'NN'), ('price', 'NN'), ('excellent', 'JJ'), ('two', 'CD'), ('side', 'JJ'), ('side', 'RB'), ('six', 'CD'), ('month', 'NN'), ('issue', 'NN')]",4,positive,5,positive
39," November 22, 2022",4,"Let's be honest here, this is not a gaming monitor, despite claiming it can run at 75Hz. This is a budget monitor thru and thru. But the picture quality is good, viewing angle is good and color is good. If you're using this for office work or watching 1080p videos, it's actually perfect.",let honest gaming monitor despite claiming run hz budget monitor thru thru picture quality good viewing angle good color good youre using office work watching p video actually perfect,"[('let', 'VB'), ('honest', 'JJS'), ('gaming', 'VBG'), ('monitor', 'NN'), ('despite', 'IN'), ('claiming', 'VBG'), ('run', 'VB'), ('hz', 'JJ'), ('budget', 'NN'), ('monitor', 'NN'), ('thru', 'JJ'), ('thru', 'NN'), ('picture', 'NN'), ('quality', 'NN'), ('good', 'JJ'), ('viewing', 'NN'), ('angle', 'NN'), ('good', 'JJ'), ('color', 'NN'), ('good', 'JJ'), ('youre', 'NN'), ('using', 'VBG'), ('office', 'NN'), ('work', 'NN'), ('watching', 'VBG'), ('p', 'JJ'), ('video', 'NN'), ('actually', 'RB'), ('perfect', 'JJ')]",5,positive,5,positive
40," February 17, 2023",5,Used with laptop for design work,used laptop design work,"[('used', 'VBN'), ('laptop', 'JJ'), ('design', 'NN'), ('work', 'NN')]",3,neutral,5,positive
41," January 18, 2023",5,After reading reviews and doing some research I decided to order this product and I am very happy that I did. The set up was very easy and it is absolutely beautiful. The size is perfect and the screen is vibrant and clear. I would highly recommend this product to anyone looking for a great monitor at a very great price!,reading review research decided order product happy set easy absolutely beautiful size perfect screen vibrant clear would highly recommend product anyone looking great monitor great price,"[('reading', 'VBG'), ('review', 'NN'), ('research', 'NN'), ('decided', 'VBD'), ('order', 'NN'), ('product', 'NN'), ('happy', 'JJ'), ('set', 'VBN'), ('easy', 'JJ'), ('absolutely', 'RB'), ('beautiful', 'JJ'), ('size', 'NN'), ('perfect', 'NN'), ('screen', 'NN'), ('vibrant', 'JJ'), ('clear', 'JJ'), ('would', 'MD'), ('highly', 'RB'), ('recommend', 'VB'), ('product', 'NN'), ('anyone', 'NN'), ('looking', 'VBG'), ('great', 'JJ'), ('monitor', 'NN'), ('great', 'JJ'), ('price', 'NN')]",4,positive,5,positive
42," February 17, 2023",5,"Clear picture, running all the time without problems, good price.",clear picture running time without problem good price,"[('clear', 'JJ'), ('picture', 'NN'), ('running', 'VBG'), ('time', 'NN'), ('without', 'IN'), ('problem', 'NN'), ('good', 'JJ'), ('price', 'NN')]",4,positive,5,positive
43," February 12, 2023",4,Its ok,ok,"[('ok', 'NN')]",4,positive,4,positive
44," January 6, 2023",5,"I use a three-monitor system so when one of my old ones died, I purchased this Sceptre model.  This is the second one I have purchased.  The other one is just about a year old and is still working great.  I still have one pretty old Dell monitor left and when that dies, I'll try to purchase this same one again.",use threemonitor system one old one died purchased sceptre model second one purchased one year old still working great still one pretty old dell monitor left dy ill try purchase one,"[('use', 'NN'), ('threemonitor', 'NN'), ('system', 'NN'), ('one', 'CD'), ('old', 'JJ'), ('one', 'CD'), ('died', 'VBD'), ('purchased', 'VBN'), ('sceptre', 'JJ'), ('model', 'NN'), ('second', 'JJ'), ('one', 'CD'), ('purchased', 'VBD'), ('one', 'CD'), ('year', 'NN'), ('old', 'JJ'), ('still', 'RB'), ('working', 'VBG'), ('great', 'JJ'), ('still', 'RB'), ('one', 'CD'), ('pretty', 'JJ'), ('old', 'JJ'), ('dell', 'NN'), ('monitor', 'NN'), ('left', 'VBD'), ('dy', 'NN'), ('ill', 'NN'), ('try', 'VB'), ('purchase', 'NN'), ('one', 'CD')]",3,neutral,5,positive
45," January 31, 2023",4,The screen is amazing and everything but the sound is kinda..,screen amazing everything sound kinda,"[('screen', 'JJ'), ('amazing', 'VBG'), ('everything', 'NN'), ('sound', 'NN'), ('kinda', 'NN')]",4,positive,4,positive
46," January 30, 2023",5,"Use this as a second monitor for my PC affordable and with some color tweaking not bad for its price ! could see it be used for console gaming also , would recommend !",use second monitor pc affordable color tweaking bad price could see used console gaming also would recommend,"[('use', 'JJ'), ('second', 'JJ'), ('monitor', 'NN'), ('pc', 'NN'), ('affordable', 'JJ'), ('color', 'NN'), ('tweaking', 'NN'), ('bad', 'JJ'), ('price', 'NN'), ('could', 'MD'), ('see', 'VB'), ('used', 'VBN'), ('console', 'NN'), ('gaming', 'NN'), ('also', 'RB'), ('would', 'MD'), ('recommend', 'VB')]",2,negative,5,positive
47," February 3, 2023",5,I purchased four of these to use at a not-for-profit organization as upgrades and/or second displays and boy are they perfect for it! We couldn't be happier! Highly recommend!,purchased four use notforprofit organization upgrade andor second display boy perfect couldnt happier highly recommend,"[('purchased', 'VBN'), ('four', 'CD'), ('use', 'NN'), ('notforprofit', 'JJ'), ('organization', 'NN'), ('upgrade', 'JJ'), ('andor', 'JJ'), ('second', 'JJ'), ('display', 'NN'), ('boy', 'NN'), ('perfect', 'JJ'), ('couldnt', 'NN'), ('happier', 'RBR'), ('highly', 'RB'), ('recommend', 'VB')]",4,positive,5,positive
48," January 22, 2023",5,"We desperately needed to upgrade our old monitor and I loved the sleek and think style of this one. It not only looks better sitting on the desk, but its picture is much better as well. Great quality at a good price",desperately needed upgrade old monitor loved sleek think style one look better sitting desk picture much better well great quality good price,"[('desperately', 'RB'), ('needed', 'VBN'), ('upgrade', 'JJ'), ('old', 'JJ'), ('monitor', 'NN'), ('loved', 'VBD'), ('sleek', 'JJ'), ('think', 'NN'), ('style', 'NN'), ('one', 'CD'), ('look', 'NN'), ('better', 'RBR'), ('sitting', 'VBG'), ('desk', 'JJ'), ('picture', 'NN'), ('much', 'RB'), ('better', 'RB'), ('well', 'RB'), ('great', 'JJ'), ('quality', 'NN'), ('good', 'JJ'), ('price', 'NN')]",4,positive,5,positive
49," January 3, 2023",4,Great screen. Love the look and the base is a good size and fit within the smaller shelf space I have.  Only gripe is the built-in speakers. You will need an external speaker if sound is important to you.,great screen love look base good size fit within smaller shelf space gripe builtin speaker need external speaker sound important,"[('great', 'JJ'), ('screen', 'JJ'), ('love', 'NN'), ('look', 'NN'), ('base', 'NN'), ('good', 'JJ'), ('size', 'NN'), ('fit', 'NN'), ('within', 'IN'), ('smaller', 'JJR'), ('shelf', 'NN'), ('space', 'NN'), ('gripe', 'NN'), ('builtin', 'NN'), ('speaker', 'NN'), ('need', 'VBP'), ('external', 'JJ'), ('speaker', 'NN'), ('sound', 'NN'), ('important', 'JJ')]",4,positive,5,positive
50," January 9, 2023",5,"I just bought my second, for my home office. It's easy to adjust, the screen DOES adjust and will move/angle. This was important for me because of glare.  Another family member bought a couple of ACER monitors for gaming and you can not adjust the angle at all and the glare really bothered me.  I just love this monitor and it was so reasonably priced.",bought second home office easy adjust screen adjust moveangle important glare another family member bought couple acer monitor gaming adjust angle glare really bothered love monitor reasonably priced,"[('bought', 'JJ'), ('second', 'JJ'), ('home', 'NN'), ('office', 'NN'), ('easy', 'JJ'), ('adjust', 'VBP'), ('screen', 'JJ'), ('adjust', 'VBP'), ('moveangle', 'RBS'), ('important', 'JJ'), ('glare', 'NN'), ('another', 'DT'), ('family', 'NN'), ('member', 'NN'), ('bought', 'VBD'), ('couple', 'JJ'), ('acer', 'NN'), ('monitor', 'NN'), ('gaming', 'VBG'), ('adjust', 'JJ'), ('angle', 'NN'), ('glare', 'NN'), ('really', 'RB'), ('bothered', 'VBN'), ('love', 'NN'), ('monitor', 'NN'), ('reasonably', 'RB'), ('priced', 'VBN')]",4,positive,5,positive
51," July 4, 2022",5,"I have two very old, inexpesive 18"" monitors that have lasted a very long time, but one of them started flaking out when hooked up to my hub.  My office has much larger ones and thought this was a sign I should finally upgrade and get the same screen size at home as I do in the office.  But since my old monitors lasted a LONG time without paying a lot, I wanted to repeat that experience.  Lots of research and talking to other people led me to similar conclusion:  not a lot out there at a cheap price for larger sizes for people that just need a large working screen and not concerned about graphics and gaming.",two old inexpesive monitor lasted long time one started flaking hooked hub office much larger one thought sign finally upgrade get screen size home office since old monitor lasted long time without paying lot wanted repeat experience lot research talking people led similar conclusion lot cheap price larger size people need large working screen concerned graphic gaming,"[('two', 'CD'), ('old', 'JJ'), ('inexpesive', 'JJ'), ('monitor', 'NN'), ('lasted', 'VBD'), ('long', 'JJ'), ('time', 'NN'), ('one', 'CD'), ('started', 'VBD'), ('flaking', 'VBG'), ('hooked', 'VBD'), ('hub', 'JJ'), ('office', 'NN'), ('much', 'RB'), ('larger', 'JJR'), ('one', 'CD'), ('thought', 'NN'), ('sign', 'NN'), ('finally', 'RB'), ('upgrade', 'JJ'), ('get', 'VBP'), ('screen', 'JJ'), ('size', 'NN'), ('home', 'NN'), ('office', 'NN'), ('since', 'IN'), ('old', 'JJ'), ('monitor', 'NN'), ('lasted', 'VBD'), ('long', 'JJ'), ('time', 'NN'), ('without', 'IN'), ('paying', 'VBG'), ('lot', 'NN'), ('wanted', 'VBD'), ('repeat', 'NN'), ('experience', 'NN'), ('lot', 'NN'), ('research', 'NN'), ('talking', 'VBG'), ('people', 'NNS'), ('led', 'VBD'), ('similar', 'JJ'), ('conclusion', 'NN'), ('lot', 'NN'), ('cheap', 'JJ'), ('price', 'NN'), ('larger', 'JJR'), ('size', 'NN'), ('people', 'NNS'), ('need', 'VBP'), ('large', 'JJ'), ('working', 'VBG'), ('screen', 'NN'), ('concerned', 'VBN'), ('graphic', 'JJ'), ('gaming', 'NN')]",3,neutral,2,negative
